@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://kr.battle.net/sc2/en/profile/2343479/1/,http://us.battle.net/sc2/en/profile/3985949/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://eu.battle.net/sc2/en/profile/2101268/1/,http://kr.battle.net/sc2/en/profile/2344207/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2343882/1/,http://us.battle.net/sc2/en/profile/4167590/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://kr.battle.net/sc2/en/profile/2332264/1/,http://eu.battle.net/sc2/en/profile/884897/1/,http://kr.battle.net/sc2/en/profile/2343607/1/,http://kr.battle.net/sc2/en/profile/2342794/1/,http://kr.battle.net/sc2/en/profile/2343484/1/,http://eu.battle.net/sc2/en/profile/788178/1/,http://kr.battle.net/sc2/en/profile/2343240/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://us.battle.net/sc2/en/profile/3301677/1/,http://kr.battle.net/sc2/en/profile/2341700/1/,http://eu.battle.net/sc2/en/profile/2222468/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://kr.battle.net/sc2/en/profile/2344230/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://kr.battle.net/sc2/en/profile/2344333/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://eu.battle.net/sc2/en/profile/1143713/1/,http://us.battle.net/sc2/en/profile/3426440/1/,http://kr.battle.net/sc2/en/profile/2342766/1/,http://kr.battle.net/sc2/en/profile/2342147/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://kr.battle.net/sc2/en/profile/2341492/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://kr.battle.net/sc2/en/profile/2344987/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://kr.battle.net/sc2/en/profile/2342269/1/,http://kr.battle.net/sc2/en/profile/1106851/2/,http://eu.battle.net/sc2/en/profile/377576/1/,http://eu.battle.net/sc2/en/profile/3401218/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://us.battle.net/sc2/en/profile/902213/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://eu.battle.net/sc2/en/profile/1058669/1/,http://kr.battle.net/sc2/en/profile/2342343/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute Base NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey62 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey72 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey31 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute APM NUMERIC

@data
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342120/1/,759.0,1.0,2.0,69.0,551.0,9.0,11.0,204.0,227.0,3.0,75.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,154.016832441
race:Protoss,status:Loss,http://eu.battle.net/sc2/en/profile/3973341/1/,404.0,2.0,40.0,295.0,174.0,33.0,4.0,362.0,290.0,0.0,0.0,6.0,2.0,11.0,1.0,929.0,2.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.606596943
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/3074362/1/,253.0,2.0,4.0,209.0,238.0,9.0,20.0,216.0,87.0,0.0,0.0,11.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.494770716
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,477.0,4.0,3.0,692.0,469.0,5.0,13.0,507.0,57.0,1.0,174.0,24.0,2.0,0.0,1.0,14.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.967365967
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342120/1/,805.0,1.0,2.0,82.0,521.0,9.0,4.0,198.0,267.0,1.0,46.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,168.755832037
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/788178/1/,859.0,12.0,33.0,453.0,6.0,6.0,4.0,768.0,349.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.292587776
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,754.0,2.0,4.0,111.0,115.0,9.0,12.0,277.0,175.0,1.0,436.0,7.0,1.0,0.0,1.0,144.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,161.109677419
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342343/1/,632.0,1.0,5.0,64.0,426.0,22.0,25.0,225.0,309.0,1.0,71.0,8.0,0.0,0.0,3.0,19.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,143.565891473
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,835.0,2.0,7.0,139.0,155.0,4.0,6.0,144.0,99.0,1.0,382.0,16.0,1.0,0.0,1.0,111.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,147.638888889
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342343/1/,736.0,1.0,4.0,81.0,357.0,16.0,25.0,162.0,156.0,4.0,119.0,16.0,0.0,0.0,1.0,25.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,134.965197216
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/788178/1/,1011.0,2.0,17.0,248.0,2.0,3.0,4.0,797.0,170.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.976789168
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,491.0,1.0,4.0,118.0,85.0,4.0,4.0,90.0,149.0,1.0,392.0,17.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,169.565217391
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342343/1/,410.0,1.0,3.0,31.0,344.0,8.0,16.0,79.0,117.0,1.0,127.0,11.0,0.0,0.0,1.0,22.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,139.343629344
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/788178/1/,1073.0,8.0,19.0,375.0,15.0,3.0,3.0,845.0,330.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.373040752
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/2101268/1/,588.0,1.0,2.0,318.0,620.0,8.0,25.0,485.0,192.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,167.974816369
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,1042.0,1.0,2.0,9.0,6.0,2.0,26.0,314.0,73.0,5.0,424.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.490272374
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2332264/1/,178.0,6.0,8.0,131.0,212.0,17.0,3.0,507.0,289.0,3.0,50.0,11.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96.1658031088
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/2101268/1/,471.0,1.0,2.0,226.0,404.0,8.0,22.0,302.0,168.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,153.697347894
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/788178/1/,917.0,2.0,11.0,117.0,1.0,4.0,2.0,599.0,90.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.68288854
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,965.0,3.0,2.0,15.0,15.0,3.0,26.0,327.0,134.0,6.0,260.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.586206897
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2332264/1/,175.0,5.0,10.0,119.0,124.0,18.0,3.0,413.0,292.0,3.0,59.0,17.0,0.0,0.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.6735751295
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,1012.0,3.0,1.0,16.0,17.0,1.0,25.0,347.0,114.0,4.0,307.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.58667676
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2332264/1/,151.0,3.0,12.0,152.0,129.0,22.0,4.0,374.0,283.0,3.0,35.0,14.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.4311926606
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/2101268/1/,589.0,1.0,2.0,369.0,617.0,5.0,24.0,406.0,90.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,136.824817518
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/788178/1/,930.0,8.0,34.0,468.0,19.0,6.0,3.0,771.0,281.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.914893617
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,877.0,1.0,1.0,9.0,16.0,3.0,22.0,347.0,67.0,4.0,398.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.244541485
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2332264/1/,170.0,4.0,6.0,87.0,110.0,24.0,2.0,390.0,307.0,3.0,35.0,12.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.094890511
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,620.0,7.0,0.0,0.0,246.0,1.0,18.0,110.0,0.0,3.0,695.0,11.0,1.0,0.0,4.0,523.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,161.392712551
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,572.0,4.0,0.0,0.0,186.0,2.0,19.0,114.0,7.0,1.0,645.0,10.0,1.0,0.0,4.0,490.0,1.0,63.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,158.74015748
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,521.0,6.0,0.0,0.0,293.0,4.0,37.0,132.0,1.0,1.0,736.0,9.0,1.0,0.0,3.0,452.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,169.701492537
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/2101268/1/,613.0,1.0,2.0,298.0,622.0,7.0,27.0,453.0,62.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,3.0,0.0,0.0,0.0,135.233996772
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/788178/1/,1111.0,6.0,23.0,386.0,7.0,6.0,3.0,839.0,275.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.4650913
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,528.0,5.0,0.0,0.0,222.0,2.0,23.0,121.0,1.0,1.0,698.0,16.0,1.0,0.0,4.0,509.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,127.4204947
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/2101268/1/,721.0,1.0,2.0,383.0,724.0,5.0,23.0,488.0,166.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,184.646924829
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/788178/1/,1234.0,4.0,13.0,384.0,6.0,5.0,3.0,1024.0,272.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.107738998
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/2101268/1/,654.0,1.0,3.0,282.0,598.0,4.0,22.0,417.0,122.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,126.916524702
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/788178/1/,1060.0,6.0,23.0,413.0,9.0,5.0,3.0,785.0,356.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.798175599
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/3401218/1/,284.0,2.0,1.0,32.0,445.0,21.0,30.0,283.0,152.0,4.0,91.0,4.0,0.0,0.0,2.0,58.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.251319958
race:Protoss,status:Loss,http://eu.battle.net/sc2/en/profile/3401218/1/,225.0,5.0,2.0,44.0,377.0,14.0,23.0,248.0,129.0,4.0,84.0,4.0,0.0,0.0,2.0,52.0,2.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7673545966
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/3401218/1/,143.0,2.0,1.0,27.0,322.0,25.0,4.0,112.0,123.0,2.0,113.0,6.0,0.0,0.0,2.0,18.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.602409639
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/902213/1/,820.0,2.0,2.0,6.0,2.0,6.0,17.0,409.0,826.0,1.0,990.0,26.0,0.0,0.0,1.0,3.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,246.513299784
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/2101268/1/,671.0,1.0,2.0,364.0,760.0,7.0,24.0,441.0,27.0,2.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,10.0,0.0,0.0,0.0,152.446043165
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/3401218/1/,243.0,3.0,1.0,67.0,454.0,17.0,18.0,276.0,141.0,4.0,66.0,8.0,0.0,0.0,2.0,15.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.4381752701
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/902213/1/,539.0,3.0,3.0,2.0,2.0,2.0,16.0,426.0,340.0,1.0,648.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,162.216288385
race:Protoss,status:Loss,http://eu.battle.net/sc2/en/profile/3401218/1/,276.0,5.0,3.0,36.0,396.0,20.0,25.0,292.0,110.0,5.0,107.0,9.0,0.0,0.0,2.0,10.0,2.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.8658146965
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/2101268/1/,734.0,1.0,2.0,445.0,851.0,8.0,26.0,414.0,47.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,3.0,0.0,0.0,0.0,174.171974522
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/902213/1/,776.0,2.0,2.0,8.0,3.0,4.0,13.0,350.0,847.0,3.0,984.0,23.0,0.0,0.0,1.0,5.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,237.894736842
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/2101268/1/,449.0,1.0,2.0,304.0,548.0,4.0,18.0,331.0,15.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,119.787535411
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/3401218/1/,189.0,3.0,1.0,14.0,652.0,11.0,16.0,217.0,495.0,4.0,62.0,5.0,0.0,0.0,2.0,30.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.199578356
race:Protoss,status:Loss,http://eu.battle.net/sc2/en/profile/377576/1/,124.0,2.0,5.0,238.0,56.0,9.0,1.0,327.0,161.0,1.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.379310345
race:Protoss,status:Loss,http://eu.battle.net/sc2/en/profile/377576/1/,355.0,4.0,4.0,360.0,49.0,19.0,1.0,490.0,406.0,1.0,179.0,26.0,0.0,0.0,3.0,44.0,1.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.699594046
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/377576/1/,309.0,7.0,6.0,388.0,71.0,16.0,1.0,451.0,383.0,1.0,84.0,6.0,0.0,0.0,2.0,11.0,1.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.688293371
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/377576/1/,230.0,3.0,9.0,350.0,26.0,21.0,1.0,419.0,471.0,1.0,212.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.498402556
race:Protoss,status:Loss,http://eu.battle.net/sc2/en/profile/377576/1/,174.0,1.0,6.0,398.0,6.0,6.0,1.0,482.0,207.0,1.0,85.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.67695962
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/377576/1/,317.0,5.0,8.0,438.0,21.0,20.0,1.0,535.0,412.0,1.0,110.0,10.0,0.0,0.0,3.0,10.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.975979772
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/377576/1/,300.0,5.0,4.0,349.0,23.0,12.0,1.0,430.0,466.0,1.0,123.0,16.0,0.0,0.0,2.0,41.0,1.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.128133705
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/884897/1/,649.0,1.0,2.0,77.0,8.0,2.0,4.0,330.0,6.0,1.0,9.0,16.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,93.9638386648
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/884897/1/,769.0,5.0,1.0,45.0,72.0,2.0,4.0,425.0,8.0,1.0,13.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,109.836629407
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/884897/1/,688.0,3.0,2.0,25.0,43.0,2.0,4.0,377.0,3.0,1.0,0.0,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,100.823863636
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/884897/1/,761.0,2.0,3.0,36.0,71.0,3.0,4.0,401.0,11.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,99.7113402062
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/884897/1/,834.0,1.0,4.0,18.0,56.0,3.0,4.0,399.0,1.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,102.551928783
race:Protoss,status:Loss,http://eu.battle.net/sc2/en/profile/3010872/1/,284.0,1.0,3.0,144.0,506.0,2.0,11.0,330.0,4.0,1.0,78.0,6.0,0.0,0.0,1.0,28.0,0.0,0.0,1.0,0.0,0.0,1.0,35.0,1.0,4.0,0.0,12.0,2.0,0.0,4.0,0.0,0.0,0.0,115.964391691
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/3010872/1/,300.0,1.0,3.0,147.0,538.0,0.0,7.0,384.0,0.0,1.0,92.0,8.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,1.0,4.0,0.0,12.0,1.0,0.0,4.0,0.0,0.0,0.0,119.578651685
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/3010872/1/,251.0,1.0,3.0,142.0,479.0,1.0,5.0,311.0,5.0,1.0,87.0,7.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,2.0,0.0,14.0,2.0,0.0,3.0,0.0,0.0,0.0,107.179054054
race:Terran,status:Loss,http://eu.battle.net/sc2/en/profile/4064798/1/,309.0,10.0,34.0,66.0,554.0,27.0,3.0,233.0,454.0,4.0,407.0,35.0,2.0,82.0,4.0,20.0,1.0,2.0,0.0,0.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.988929889
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/4064798/1/,322.0,5.0,33.0,98.0,498.0,41.0,1.0,290.0,481.0,4.0,613.0,35.0,2.0,51.0,2.0,104.0,2.0,13.0,0.0,0.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.855018587
race:Terran,status:Loss,http://eu.battle.net/sc2/en/profile/4064798/1/,372.0,4.0,59.0,31.0,518.0,68.0,1.0,273.0,557.0,4.0,655.0,15.0,1.0,33.0,2.0,158.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.988399072
