@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://us.battle.net/sc2/en/profile/2553612/1/,http://eu.battle.net/sc2/en/profile/1139573/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://eu.battle.net/sc2/en/profile/2115876/1/,http://kr.battle.net/sc2/en/profile/1126978/2/,http://eu.battle.net/sc2/en/profile/1021189/1/,http://us.battle.net/sc2/en/profile/5142993/1/,http://eu.battle.net/sc2/en/profile/4149248/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://us.battle.net/sc2/en/profile/4176016/1/,http://us.battle.net/sc2/en/profile/5393959/1/,http://eu.battle.net/sc2/en/profile/315813/1/,http://us.battle.net/sc2/en/profile/5376901/1/,http://us.battle.net/sc2/en/profile/3085708/1/,http://kr.battle.net/sc2/en/profile/2343240/1/,http://kr.battle.net/sc2/en/profile/2344252/1/,http://kr.battle.net/sc2/en/profile/2344333/1/,http://kr.battle.net/sc2/en/profile/2341700/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://us.battle.net/sc2/en/profile/3301677/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://us.battle.net/sc2/en/profile/4819996/1/,http://kr.battle.net/sc2/en/profile/2333312/1/,http://eu.battle.net/sc2/en/profile/2222468/1/,http://eu.battle.net/sc2/en/profile/1143713/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://us.battle.net/sc2/en/profile/902213/1/,http://eu.battle.net/sc2/en/profile/326029/1/,http://us.battle.net/sc2/en/profile/3650249/1/,http://kr.battle.net/sc2/en/profile/2343479/1/,http://kr.battle.net/sc2/en/profile/2344207/1/,http://eu.battle.net/sc2/en/profile/2383348/1/,http://eu.battle.net/sc2/en/profile/2526293/1/,http://kr.battle.net/sc2/en/profile/2342491/1/,http://us.battle.net/sc2/en/profile/4167590/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://us.battle.net/sc2/en/profile/4174681/1/,http://kr.battle.net/sc2/en/profile/2342294/1/,http://kr.battle.net/sc2/en/profile/2343979/1/,http://us.battle.net/sc2/en/profile/3949344/1/,http://eu.battle.net/sc2/en/profile/950504/1/,http://eu.battle.net/sc2/en/profile/2898004/1/,http://kr.battle.net/sc2/en/profile/2343531/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://eu.battle.net/sc2/en/profile/239335/1/,http://eu.battle.net/sc2/en/profile/3401218/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://kr.battle.net/sc2/en/profile/2345126/1/,http://kr.battle.net/sc2/en/profile/2342785/1/,http://kr.battle.net/sc2/en/profile/2344230/1/,http://kr.battle.net/sc2/en/profile/2343484/1/,http://eu.battle.net/sc2/en/profile/2048063/1/,http://us.battle.net/sc2/en/profile/2575821/1/,http://us.battle.net/sc2/en/profile/3426440/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://kr.battle.net/sc2/en/profile/2342269/1/,http://us.battle.net/sc2/en/profile/2735594/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://us.battle.net/sc2/en/profile/1317068/1/,http://kr.battle.net/sc2/en/profile/2342343/1/,http://eu.battle.net/sc2/en/profile/284466/1/,http://kr.battle.net/sc2/en/profile/2344602/1/,http://eu.battle.net/sc2/en/profile/1058669/1/,http://us.battle.net/sc2/en/profile/2537456/1/,http://kr.battle.net/sc2/en/profile/4324250/1/,http://eu.battle.net/sc2/en/profile/2101268/1/,http://eu.battle.net/sc2/en/profile/4341883/1/,http://eu.battle.net/sc2/en/profile/3090974/1/,http://us.battle.net/sc2/en/profile/4589387/1/,http://kr.battle.net/sc2/en/profile/2343910/1/,http://kr.battle.net/sc2/en/profile/2342983/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://us.battle.net/sc2/en/profile/3819890/1/,http://kr.battle.net/sc2/en/profile/2343607/1/,http://us.battle.net/sc2/en/profile/3948354/1/,http://kr.battle.net/sc2/en/profile/2340350/1/,http://us.battle.net/sc2/en/profile/3502513/1/,http://us.battle.net/sc2/en/profile/1640778/1/,http://kr.battle.net/sc2/en/profile/4529934/1/,http://kr.battle.net/sc2/en/profile/2344728/1/,http://kr.battle.net/sc2/en/profile/2240191/1/,http://kr.battle.net/sc2/en/profile/2342766/1/,http://us.battle.net/sc2/en/profile/3179642/1/,http://kr.battle.net/sc2/en/profile/2341765/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://us.battle.net/sc2/en/profile/2541852/1/,http://eu.battle.net/sc2/en/profile/377576/1/,http://kr.battle.net/sc2/en/profile/2344428/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://kr.battle.net/sc2/en/profile/2342923/1/,http://kr.battle.net/sc2/en/profile/1178662/2/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2343733/1/,http://kr.battle.net/sc2/en/profile/2341575/1/,http://kr.battle.net/sc2/en/profile/3488858/1/,http://us.battle.net/sc2/en/profile/3985949/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2341466/1/,http://kr.battle.net/sc2/en/profile/2343882/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://eu.battle.net/sc2/en/profile/884897/1/,http://kr.battle.net/sc2/en/profile/2342794/1/,http://eu.battle.net/sc2/en/profile/788178/1/,http://kr.battle.net/sc2/en/profile/2332264/1/,http://kr.battle.net/sc2/en/profile/2344407/1/,http://kr.battle.net/sc2/en/profile/2342147/1/,http://kr.battle.net/sc2/en/profile/2343852/1/,http://us.battle.net/sc2/en/profile/558433/1/,http://us.battle.net/sc2/en/profile/4629528/1/,http://kr.battle.net/sc2/en/profile/2341492/1/,http://kr.battle.net/sc2/en/profile/2344987/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://kr.battle.net/sc2/en/profile/1106851/2/,http://us.battle.net/sc2/en/profile/2133676/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://kr.battle.net/sc2/en/profile/2344285/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute Base NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey62 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey72 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey31 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute APM NUMERIC

@data
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3301677/1/,565.0,2.0,3.0,79.0,4.0,10.0,3.0,54.0,305.0,1.0,634.0,12.0,0.0,0.0,1.0,148.0,0.0,0.0,0.0,0.0,0.0,1.0,150.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.306122449
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2345126/1/,558.0,1.0,2.0,92.0,301.0,3.0,8.0,72.0,17.0,1.0,109.0,19.0,4.0,110.0,1.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,106.085932902
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,284.0,11.0,3.0,295.0,160.0,8.0,9.0,63.0,98.0,6.0,88.0,29.0,1.0,4.0,4.0,29.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0405643739
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2345126/1/,500.0,1.0,2.0,47.0,309.0,6.0,6.0,68.0,47.0,1.0,142.0,12.0,2.0,80.0,1.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,130.662295082
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,242.0,14.0,1.0,300.0,211.0,8.0,11.0,68.0,164.0,3.0,55.0,34.0,1.0,0.0,2.0,51.0,0.0,0.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.99410609
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,664.0,1.0,4.0,128.0,9.0,2.0,8.0,552.0,1.0,5.0,647.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,189.574468085
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2334376/1/,350.0,2.0,7.0,545.0,253.0,12.0,18.0,232.0,99.0,1.0,16.0,15.0,1.0,33.0,1.0,438.0,1.0,48.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.808306709
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,658.0,2.0,5.0,161.0,14.0,2.0,4.0,501.0,0.0,3.0,664.0,15.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,214.857142857
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,330.0,3.0,6.0,535.0,231.0,17.0,18.0,243.0,121.0,1.0,16.0,14.0,1.0,20.0,1.0,416.0,1.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.653979239
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,297.0,0.0,1.0,0.0,0.0,9.0,19.0,162.0,14.0,2.0,208.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.074074074
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,213.0,0.0,4.0,189.0,0.0,4.0,32.0,59.0,22.0,0.0,0.0,3.0,0.0,0.0,1.0,260.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.661538462
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341466/1/,256.0,2.0,5.0,51.0,85.0,6.0,4.0,142.0,135.0,1.0,1.0,91.0,1.0,0.0,2.0,69.0,2.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.35483871
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,376.0,8.0,4.0,216.0,85.0,4.0,25.0,547.0,482.0,2.0,41.0,30.0,2.0,1.0,5.0,49.0,3.0,32.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.065246338
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/5376901/1/,666.0,3.0,1.0,14.0,325.0,35.0,32.0,336.0,187.0,1.0,215.0,44.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.04
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341466/1/,292.0,8.0,2.0,12.0,147.0,4.0,24.0,173.0,93.0,1.0,4.0,80.0,1.0,0.0,3.0,110.0,1.0,0.0,0.0,1.0,0.0,3.0,15.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.1649048626
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,372.0,4.0,7.0,270.0,93.0,5.0,15.0,561.0,548.0,3.0,92.0,34.0,3.0,6.0,5.0,37.0,2.0,10.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.517482517
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/5376901/1/,737.0,1.0,1.0,29.0,311.0,25.0,6.0,260.0,226.0,1.0,213.0,23.0,0.0,0.0,1.0,22.0,2.0,0.0,1.0,0.0,0.0,2.0,21.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.252336449
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,374.0,3.0,6.0,576.0,142.0,24.0,23.0,263.0,144.0,2.0,15.0,17.0,1.0,13.0,1.0,451.0,1.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.03722262
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341466/1/,311.0,8.0,5.0,66.0,275.0,5.0,11.0,156.0,161.0,2.0,141.0,98.0,1.0,0.0,2.0,104.0,2.0,0.0,1.0,1.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.494978479
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/3179642/1/,222.0,2.0,1.0,233.0,203.0,20.0,11.0,187.0,26.0,2.0,33.0,12.0,1.0,9.0,2.0,24.0,2.0,18.0,1.0,2.0,111.0,1.0,92.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.206896552
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4589387/1/,675.0,1.0,2.0,31.0,271.0,1.0,7.0,114.0,20.0,2.0,53.0,79.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,30.0,0.0,3.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,108.909299656
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341466/1/,279.0,9.0,6.0,88.0,310.0,10.0,7.0,147.0,173.0,2.0,168.0,87.0,1.0,0.0,3.0,99.0,2.0,3.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.697247706
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,373.0,3.0,6.0,567.0,192.0,17.0,11.0,211.0,131.0,1.0,10.0,9.0,1.0,7.0,1.0,467.0,1.0,63.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.414620217
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,541.0,0.0,1.0,0.0,0.0,4.0,30.0,649.0,64.0,2.0,645.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.571428571
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3179642/1/,204.0,3.0,2.0,238.0,243.0,12.0,8.0,195.0,59.0,1.0,63.0,10.0,1.0,3.0,2.0,11.0,1.0,15.0,0.0,1.0,135.0,1.0,88.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,102.850503486
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/4589387/1/,615.0,1.0,1.0,15.0,260.0,1.0,7.0,129.0,4.0,2.0,16.0,81.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,12.0,0.0,1.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,108.390092879
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,651.0,0.0,5.0,136.0,0.0,1.0,11.0,694.0,1.0,3.0,743.0,14.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.543091655
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341466/1/,305.0,5.0,6.0,67.0,138.0,6.0,21.0,205.0,134.0,2.0,12.0,94.0,1.0,0.0,4.0,114.0,3.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.867219917
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,636.0,0.0,1.0,1.0,0.0,3.0,10.0,677.0,25.0,4.0,767.0,25.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.037267081
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,633.0,2.0,7.0,47.0,6.0,2.0,11.0,649.0,0.0,2.0,733.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,169.033018868
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341466/1/,269.0,8.0,3.0,103.0,106.0,10.0,14.0,132.0,260.0,2.0,21.0,71.0,1.0,0.0,2.0,89.0,2.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.9836065574
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,400.0,5.0,3.0,287.0,234.0,7.0,21.0,506.0,601.0,3.0,108.0,41.0,3.0,4.0,5.0,27.0,4.0,10.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.192307692
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/4589387/1/,641.0,2.0,2.0,17.0,299.0,2.0,7.0,45.0,40.0,2.0,63.0,89.0,0.0,0.0,1.0,16.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,10.0,6.0,0.0,3.0,0.0,0.0,0.0,127.240051348
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,644.0,0.0,1.0,0.0,0.0,3.0,7.0,608.0,26.0,4.0,696.0,24.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.963425513
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341466/1/,297.0,4.0,4.0,87.0,113.0,9.0,14.0,120.0,233.0,2.0,29.0,106.0,1.0,0.0,3.0,114.0,2.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.5789473684
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2341700/1/,233.0,3.0,3.0,210.0,256.0,1.0,12.0,168.0,6.0,2.0,154.0,22.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0593555681
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342294/1/,631.0,8.0,2.0,190.0,123.0,11.0,6.0,27.0,227.0,1.0,451.0,14.0,3.0,5.0,1.0,262.0,3.0,0.0,0.0,2.0,66.0,1.0,57.0,10.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,205.936794582
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2341700/1/,229.0,3.0,3.0,171.0,263.0,0.0,10.0,145.0,0.0,1.0,87.0,15.0,2.0,1.0,1.0,52.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.881147541
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342294/1/,630.0,6.0,5.0,197.0,60.0,9.0,4.0,46.0,222.0,1.0,375.0,21.0,2.0,5.0,1.0,230.0,2.0,2.0,2.0,1.0,79.0,1.0,71.0,3.0,0.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,193.326602726
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2341700/1/,231.0,2.0,2.0,118.0,203.0,2.0,20.0,116.0,1.0,1.0,23.0,14.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.9806763285
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342294/1/,589.0,8.0,4.0,98.0,247.0,11.0,4.0,39.0,199.0,1.0,263.0,10.0,2.0,0.0,1.0,156.0,1.0,0.0,2.0,2.0,104.0,2.0,94.0,13.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,163.636363636
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,524.0,0.0,3.0,23.0,0.0,8.0,36.0,435.0,148.0,1.0,272.0,2.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.289719626
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,495.0,3.0,3.0,10.0,174.0,2.0,10.0,89.0,0.0,1.0,569.0,3.0,1.0,0.0,4.0,424.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.822306238
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/3819890/1/,289.0,1.0,1.0,383.0,1.0,10.0,18.0,397.0,40.0,3.0,229.0,39.0,2.0,1.0,1.0,34.0,1.0,3.0,14.0,1.0,1.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9206049149
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,713.0,0.0,1.0,0.0,0.0,6.0,11.0,402.0,173.0,1.0,416.0,7.0,0.0,0.0,1.0,391.0,1.0,49.0,0.0,0.0,0.0,1.0,28.0,7.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.491108071
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,426.0,4.0,4.0,55.0,147.0,1.0,3.0,66.0,0.0,1.0,452.0,7.0,1.0,0.0,3.0,348.0,1.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,124.527162978
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3819890/1/,330.0,1.0,1.0,423.0,1.0,10.0,16.0,391.0,82.0,4.0,248.0,38.0,2.0,0.0,1.0,45.0,1.0,30.0,8.0,1.0,2.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.027081244
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2341700/1/,276.0,4.0,1.0,149.0,325.0,0.0,6.0,122.0,0.0,2.0,126.0,43.0,1.0,8.0,1.0,57.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.6842105263
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,692.0,3.0,4.0,2.0,0.0,4.0,10.0,371.0,164.0,1.0,482.0,8.0,1.0,1.0,1.0,458.0,1.0,36.0,0.0,0.0,0.0,1.0,22.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.019475021
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,401.0,6.0,3.0,43.0,224.0,0.0,9.0,70.0,0.0,1.0,526.0,7.0,1.0,0.0,3.0,354.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,131.85840708
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/3819890/1/,296.0,1.0,1.0,432.0,0.0,11.0,16.0,419.0,104.0,3.0,298.0,33.0,2.0,2.0,1.0,38.0,1.0,23.0,9.0,1.0,3.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.11023622
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2341700/1/,244.0,3.0,1.0,109.0,272.0,0.0,8.0,122.0,0.0,2.0,120.0,44.0,1.0,2.0,1.0,108.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0338164251
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,710.0,3.0,4.0,23.0,3.0,4.0,8.0,385.0,179.0,1.0,440.0,5.0,1.0,2.0,1.0,429.0,1.0,30.0,1.0,0.0,0.0,1.0,16.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.857805255
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3502513/1/,323.0,7.0,3.0,189.0,585.0,16.0,1.0,464.0,334.0,3.0,23.0,26.0,2.0,3.0,2.0,15.0,1.0,21.0,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,172.071428571
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/3085708/1/,232.0,9.0,2.0,365.0,314.0,2.0,32.0,238.0,123.0,3.0,13.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,115.637663886
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2341700/1/,280.0,3.0,3.0,168.0,254.0,2.0,13.0,124.0,3.0,2.0,138.0,29.0,2.0,2.0,1.0,95.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7331378299
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,694.0,1.0,1.0,29.0,0.0,10.0,20.0,394.0,199.0,1.0,420.0,7.0,0.0,0.0,1.0,414.0,3.0,9.0,1.0,0.0,0.0,1.0,32.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.395894428
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342294/1/,245.0,6.0,5.0,3.0,243.0,11.0,1.0,7.0,298.0,1.0,160.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,156.958762887
